item_id,label
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_5,"[2, 1, 2, 1, 1]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5290-e5ad1153-c68b-45f5-ab00-e57349f381a8#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_3,"[0, 1, 1, 1, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
590-ff58da71-3981-4a5a-97cc-e9ba55623a02#_#actionability#_#Tutor_8,"[2, 2, 1, 1, 1]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_4,"[2, 2, 2, 1, 2]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_5,"[1, 2, 1, 2, 2]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_7,"[1, 2, 2, 2, 1]"
2720-48616bed-d799-4d15-8d21-8b02779170b2#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_2,"[1, 2, 1, 2, 2]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
752-d5785ae4-15eb-48a0-895b-1f733751fb68#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_5,"[1, 1, 1, 1, 1]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
4691-d92b76db-ff67-48f1-8840-e642a438d3c3#_#actionability#_#Tutor_8,"[0, 1, 1, 1, 0]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4922-8d316970-7042-41c3-88ba-02a963fdfb7e#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
1301-2220399a-56b8-4733-a5c7-bde93e9d3e3d#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_4,"[1, 1, 1, 1, 1]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4381-171755f8-1f82-4081-9993-20077c2606e3#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_1,"[0, 1, 0, 1, 0]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
832-75762f27-852f-49f1-a754-6c63d27d856b#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_4,"[1, 2, 1, 2, 2]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5141-80b0a063-81b5-483a-84b1-6796128a6218#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_2,"[2, 1, 1, 1, 1]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5951-ab974d4a-e8c1-4ba9-a1d4-eec29c3d92ef#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5730-c621374a-2d86-4b44-ba38-290aeb39de4c#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
201-fc0e63c8-b72a-49c5-b4f0-90c768edd54f#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_2,"[2, 2, 1, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_7,"[1, 1, 1, 1, 1]"
2903-37b86d8d-9c69-44b3-afca-895d87a869a7#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_7,"[1, 1, 1, 1, 1]"
4770-d4ecdb2d-374b-4920-92dc-be65fa6ce4b6#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5311-90d69eae-017e-43f9-bb98-9b3469e933e4#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
3460-cae25923-9725-4f19-9f50-b9474eb6a03c#_#actionability#_#Tutor_8,"[1, 1, 1, 1, 1]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5100-cc8c6fee-7c3e-491c-9bf3-f3b4d66367d2#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_1,"[1, 1, 1, 1, 1]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_3,"[0, 0, 0, 0, 0]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_4,"[1, 1, 2, 2, 1]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_7,"[1, 1, 1, 1, 1]"
5031-1f8b0f0e-bdc8-4c61-862c-d6f4d2fc7024#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_2,"[1, 1, 1, 1, 1]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_3,"[1, 1, 0, 0, 1]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_7,"[1, 1, 1, 1, 1]"
3472-5869663e-bce7-477d-81bf-577256025a95#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
1175-b6b815ee-7167-4065-b108-e81149b407d0#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_5,"[1, 1, 1, 1, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5044-631bfaf1-b315-462d-8579-d9fcffd85d3f#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_4,"[0, 0, 0, 0, 0]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
4134-2d6cc31d-6bfa-4fc3-95fe-6f3a81f46c98#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_7,"[0, 0, 0, 0, 0]"
2912-897bb52c-c9ae-4127-a77d-837b2a60765c#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
292882158#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
292882158#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
292882158#_#actionability#_#Tutor_3,"[1, 1, 1, 1, 1]"
292882158#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
292882158#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
292882158#_#actionability#_#Tutor_6,"[0, 0, 0, 0, 0]"
292882158#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
292882158#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
292882158#_#actionability#_#Tutor_9,"[2, 2, 2, 2, 2]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_3,"[1, 0, 1, 1, 0]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_4,"[2, 2, 2, 2, 2]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_6,"[2, 0, 2, 2, 2]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
5322-99452193-ffe4-4755-bedd-cf5c0f0db60f#_#actionability#_#Tutor_8,"[2, 2, 2, 2, 2]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_1,"[0, 0, 0, 0, 0]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_4,"[1, 1, 1, 1, 1]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_5,"[2, 2, 2, 2, 2]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_6,"[2, 2, 2, 2, 2]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_7,"[2, 2, 2, 2, 2]"
1970-e6ebc0f2-fbb5-4117-9956-0a39ca0b3cc2#_#actionability#_#Tutor_8,"[1, 1, 1, 1, 1]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_1,"[1, 2, 1, 1, 1]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_2,"[0, 0, 0, 0, 0]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_3,"[2, 2, 2, 2, 2]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_4,"[1, 2, 2, 2, 2]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_5,"[0, 0, 0, 0, 0]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_6,"[1, 2, 2, 2, 1]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_7,"[0, 0, 0, 1, 0]"
4410-27b7b557-1b75-409d-bd38-5e3c6e9339ac#_#actionability#_#Tutor_8,"[0, 0, 0, 0, 0]"
792-0c982984-292d-4164-a37a-d80887ef5d1b#_#actionability#_#Tutor_1,"[2, 2, 2, 2, 2]"
792-0c982984-292d-4164-a37a-d80887ef5d1b#_#actionability#_#Tutor_2,"[2, 2, 2, 2, 2]"
